Customer_ID,Company,Join_Date,Exit_Date,Monthly_Spend,Location,Team_Size,Churned
C109814,WeWork,2022-10-12,,352,London,1,0
C109595,Regus,2024-03-14,,955,London,2,0
C116345,Knotel,2021-01-18,2021-08-18,482,London,1,1
C108423,Knotel,2018-12-19,2019-12-19,854,Seattle,2,1
C103371,WeWork,2019-09-07,,282,San Francisco,1,0
C104367,Industrious,2024-12-10,,888,Miami,2,0
C107109,WeWork,2023-11-08,,2636,Seattle,32,0
C114549,Spaces,2022-10-04,2024-06-04,4386,Chicago,12,1
C119388,WeWork,2019-06-02,,2573,Austin,8,0
C100610,Industrious,2019-11-08,,456,Denver,1,0
C113538,WeWork,2019-07-30,,368,Boston,1,0
C108407,Spaces,2018-12-25,,395,Mumbai,1,0
C119664,Regus,2021-10-13,,771,San Francisco,2,0
C118688,Regus,2019-09-27,,2026,San Francisco,5,0
C110011,Industrious,2024-10-11,,401,Los Angeles,1,0
C109251,Industrious,2022-06-28,,841,Chicago,2,0
C114259,WeWork,2024-08-11,,310,Denver,1,0
C118647,Regus,2024-10-12,,2338,San Francisco,6,0
C117512,Spaces,2022-07-27,,3238,London,8,0
C110590,Industrious,2022-06-05,,441,New York,1,0
C103448,WeWork,2019-07-01,,290,Los Angeles,1,0
C114017,WeWork,2019-07-22,,279,New York,1,0
C104800,WeWork,2019-01-06,,355,Chicago,1,0
C109936,Industrious,2022-08-13,,367,Bengaluru,1,0
C113812,Industrious,2022-01-01,2022-12-01,1238,Austin,3,1
C110294,Industrious,2020-01-11,,324,Chicago,1,0
C106165,Spaces,2018-08-14,2020-06-14,867,Chicago,2,1
C117377,Industrious,2021-03-11,,358,San Francisco,1,0
C119602,WeWork,2020-03-25,2020-06-25,334,Miami,1,1
C112590,WeWork,2022-04-25,2025-06-25,1807,London,5,1
C117068,WeWork,2020-10-13,,2896,London,203,0
C103944,Knotel,2020-04-02,,442,New York,1,0
C108468,WeWork,2024-06-18,,313,Mumbai,1,0
C104308,WeWork,2018-02-20,,206,Delhi,1,0
C102919,Industrious,2019-08-04,,835,London,2,0
C103501,Knotel,2021-05-09,2021-06-09,1369,Boston,3,1
C113872,WeWork,2022-03-13,,672,New York,2,0
C104660,Industrious,2018-07-06,,519,Delhi,1,0
C113420,Regus,2020-01-04,,378,London,1,0
C117110,WeWork,2022-03-11,,601,Los Angeles,2,0
C117490,Spaces,2021-09-23,2022-08-23,295,New York,1,1
C110801,Industrious,2019-05-03,2020-06-03,470,Seattle,1,1
C108530,WeWork,2021-10-15,,3104,San Francisco,10,0
C100448,WeWork,2024-10-19,,1482,Chicago,5,0
C110317,WeWork,2019-12-04,,301,New York,1,0
C108623,Spaces,2022-09-14,,402,Los Angeles,1,0
C111255,Regus,2022-08-03,,788,Seattle,2,0
C114928,WeWork,2024-07-27,,309,Mumbai,1,0
C111096,Industrious,2022-10-02,,453,Austin,1,0
C116664,Knotel,2018-10-18,,2893,London,7,0
C114078,WeWork,2020-12-01,,599,Miami,2,0
C113275,Knotel,2021-01-15,,1458,New York,3,0
C108214,Regus,2023-07-21,,383,Chicago,1,0
C105547,WeWork,2018-09-03,,1475,Seattle,5,0
C101127,Industrious,2024-05-07,,406,Boston,1,0
C117113,Industrious,2023-06-19,,465,Los Angeles,1,0
C104407,WeWork,2022-05-29,,650,Seattle,2,0
C101799,WeWork,2020-03-28,,3655,Boston,22,0
C106434,Knotel,2021-06-25,,4980,Denver,12,0
C118955,Industrious,2023-10-12,,337,Los Angeles,1,0
C107524,WeWork,2023-12-20,,2484,Austin,8,0
C119389,Industrious,2020-03-30,,265,Delhi,1,0
C110660,Spaces,2024-11-30,2025-01-30,4108,Mumbai,15,1
C105015,WeWork,2022-02-25,,361,Austin,1,0
C106024,WeWork,2018-03-03,,375,Bengaluru,1,0
C112586,Industrious,2022-04-22,2022-05-22,766,Mumbai,2,1
C103441,Industrious,2022-08-19,,389,Boston,1,0
C109085,WeWork,2018-01-22,,222,Delhi,1,0
C113952,WeWork,2021-12-11,,3058,San Francisco,23,0
C113522,WeWork,2019-11-25,,349,San Francisco,1,0
C104384,Regus,2023-01-28,,514,Los Angeles,1,0
C104288,Regus,2024-08-16,,331,Bengaluru,1,0
C113920,Regus,2021-08-02,,289,Chicago,1,0
C111025,WeWork,2020-06-17,,585,Miami,2,0
C114968,Spaces,2024-05-11,2024-07-11,1100,New York,3,1
C111741,Regus,2018-06-01,,359,Los Angeles,1,0
C112113,WeWork,2019-12-11,,344,Denver,1,0
C103260,WeWork,2020-09-14,2020-10-14,815,Seattle,3,1
C114974,Regus,2022-08-16,,1686,Chicago,4,0
C114764,Spaces,2024-02-27,,324,Mumbai,1,0
C106480,Knotel,2023-05-30,2023-08-30,2644,Chicago,6,1
C107575,WeWork,2019-01-31,2020-11-30,1262,New York,4,1
C108688,WeWork,2023-12-25,2024-06-25,3398,New York,12,1
C115661,Industrious,2021-04-01,,762,New York,2,0
C105070,Spaces,2023-09-23,,1025,London,3,0
C110247,WeWork,2023-03-15,,581,London,2,0
C102947,WeWork,2024-04-12,2024-05-12,407,Chicago,1,1
C102840,WeWork,2020-09-19,,425,London,1,0
C108122,Regus,2021-04-03,,2367,San Francisco,6,0
C111497,Spaces,2018-07-31,,805,Los Angeles,2,0
C108410,WeWork,2018-02-26,,340,Austin,1,0
C100177,WeWork,2024-10-20,,298,New York,1,0
C107816,Spaces,2018-04-02,,382,Austin,1,0
C112376,WeWork,2018-10-22,,985,Austin,3,0
C114193,Spaces,2020-03-17,,397,London,1,0
C111666,Spaces,2022-08-06,2022-12-06,442,Los Angeles,1,1
C108941,WeWork,2021-03-30,,296,Denver,1,0
C104081,Industrious,2024-07-18,,360,Mumbai,1,0
C101511,Industrious,2021-12-09,2022-04-09,463,New York,1,1
C107414,Knotel,2022-03-20,,494,Chicago,1,0
C109345,WeWork,2023-06-03,,314,Miami,1,0
C103942,WeWork,2019-12-13,,245,Seattle,1,0
C117631,Knotel,2023-12-31,2024-06-30,820,Los Angeles,2,1
C114346,Knotel,2023-04-18,,549,Bengaluru,1,0
C108485,Regus,2023-04-07,2023-12-07,1386,Los Angeles,4,1
C119273,WeWork,2022-01-18,2023-01-18,1870,Delhi,6,1
C118344,Regus,2022-09-16,2023-07-16,773,San Francisco,2,1
C107555,WeWork,2022-10-07,,610,New York,2,0
C100473,WeWork,2022-07-07,,312,Boston,1,0
C110089,Knotel,2021-08-30,,833,Delhi,2,0
C118848,Regus,2018-10-03,,406,Delhi,1,0
C101846,Regus,2022-12-24,,715,Delhi,2,0
C113172,WeWork,2022-10-26,,293,Chicago,1,0
C114842,Spaces,2024-11-16,,893,Austin,2,0
C107656,WeWork,2018-02-22,,424,New York,1,0
C119191,WeWork,2021-08-21,,801,Miami,2,0
C116560,WeWork,2020-03-26,,315,Los Angeles,1,0
C106307,Regus,2024-10-16,,519,Miami,1,0
C119444,Spaces,2022-05-27,,746,San Francisco,2,0
C101327,Regus,2022-10-28,,445,Los Angeles,1,0
C106790,Industrious,2021-04-21,,443,Los Angeles,1,0
C103418,Spaces,2022-08-07,,352,Los Angeles,1,0
C111257,WeWork,2019-06-13,,3131,Boston,10,0
C107038,WeWork,2019-03-04,,298,Los Angeles,1,0
C106323,WeWork,2020-06-04,,224,London,1,0
C101681,Industrious,2019-02-25,,399,New York,1,0
C101452,Knotel,2020-11-12,,421,Bengaluru,1,0
C100775,Spaces,2020-06-05,,438,Bengaluru,1,0
C102109,Spaces,2019-08-14,,394,New York,1,0
C111415,Industrious,2021-12-13,,1216,London,3,0
C115296,WeWork,2019-02-09,2019-03-09,344,New York,1,1
C110017,WeWork,2020-09-08,,632,Boston,2,0
C101365,Spaces,2021-12-11,2023-05-11,314,Seattle,1,1
C109910,Regus,2023-02-09,,402,Los Angeles,1,0
C110158,WeWork,2018-05-21,,698,Los Angeles,2,0
C108144,Spaces,2024-03-31,2024-07-31,1965,Delhi,5,1
C108057,WeWork,2021-08-01,2022-06-01,334,Bengaluru,1,1
C108114,Regus,2020-06-01,,410,Miami,1,0
C112687,Regus,2018-07-23,,333,Chicago,1,0
C100299,WeWork,2024-06-29,,340,Chicago,1,0
C101107,WeWork,2021-05-10,,912,Miami,3,0
C100850,Industrious,2019-12-13,,363,London,1,0
C105449,Industrious,2024-12-05,,411,New York,1,0
C108930,Regus,2024-01-23,,739,Chicago,2,0
C107472,Knotel,2018-08-28,2018-11-28,935,New York,2,1
C107466,Spaces,2023-10-01,,879,Chicago,2,0
C102246,WeWork,2020-08-11,,311,Delhi,1,0
C116187,WeWork,2018-06-14,,576,Bengaluru,2,0
C117866,Industrious,2022-05-14,,2397,Denver,6,0
C103031,Knotel,2020-03-10,,1302,Delhi,3,0
C101608,WeWork,2019-06-13,2024-04-13,308,Austin,1,1
C109912,WeWork,2020-11-07,,2063,Austin,6,0
C105736,WeWork,2021-12-27,,318,San Francisco,1,0
C100008,Regus,2018-12-23,2019-04-23,412,San Francisco,1,1
C113180,Spaces,2023-12-25,,431,Bengaluru,1,0
C105971,Regus,2019-08-18,,3164,London,13,0
C119083,WeWork,2023-12-20,,3229,Mumbai,15,0
C104040,WeWork,2020-11-28,,360,Austin,1,0
C117901,Spaces,2021-05-26,,459,Boston,1,0
C112553,Spaces,2021-11-20,,368,Austin,1,0
C111519,Regus,2020-04-14,,392,Seattle,1,0
C113189,WeWork,2019-03-20,,259,San Francisco,1,0
C115628,Spaces,2021-07-20,,297,Los Angeles,1,0
C116258,Industrious,2020-04-25,,664,Denver,2,0
C105101,Regus,2020-03-07,,440,Los Angeles,1,0
C116277,WeWork,2024-12-11,,325,Boston,1,0
C115046,Industrious,2021-12-20,,1459,Bengaluru,4,0
C103097,WeWork,2024-01-16,,364,London,1,0
C109705,WeWork,2018-03-03,,313,Chicago,1,0
C118060,WeWork,2019-12-06,,262,Bengaluru,1,0
C104787,WeWork,2024-02-05,,614,Austin,2,0
C113626,WeWork,2021-10-15,,1090,Los Angeles,3,0
C116786,Spaces,2020-01-20,,479,Miami,1,0
C114911,Industrious,2022-11-07,,1411,Bengaluru,4,0
C116338,WeWork,2018-09-16,,410,Delhi,1,0
C108973,WeWork,2020-12-06,,675,Denver,2,0
C108935,WeWork,2024-03-23,,655,London,2,0
C103657,Industrious,2024-07-28,,400,New York,1,0
C103706,WeWork,2018-10-05,,705,Mumbai,2,0
C101190,WeWork,2024-04-18,,3102,New York,11,0
C111391,Industrious,2020-02-08,,357,Chicago,1,0
C118218,WeWork,2019-04-17,,1529,Chicago,4,0
C115312,Industrious,2020-03-22,2020-04-22,387,Austin,1,1
C114142,WeWork,2022-12-07,,364,Denver,1,0
C113069,Spaces,2022-12-16,,385,Austin,1,0
C109405,Industrious,2021-02-06,2021-10-06,364,Denver,1,1
C105846,WeWork,2024-12-27,,342,Austin,1,0
C115824,WeWork,2020-02-29,,3186,New York,15,0
C113396,Spaces,2019-11-12,2020-03-12,392,Los Angeles,1,1
C109198,WeWork,2019-08-20,,251,Miami,1,0
C119542,WeWork,2019-09-04,,272,Chicago,1,0
C107726,WeWork,2020-12-07,,332,London,1,0
C105735,Regus,2023-03-01,,455,Boston,1,0
C118433,Industrious,2019-01-10,,316,New York,1,0
C106444,Spaces,2020-01-22,,777,Mumbai,2,0
C110604,WeWork,2021-08-23,,1325,New York,4,0
C110859,Industrious,2019-08-31,,3824,Chicago,24,0
C113506,Industrious,2019-04-28,2021-05-28,1576,Mumbai,4,1
C105940,Knotel,2020-07-12,,505,Chicago,1,0
C112296,Regus,2021-02-14,,2053,Miami,6,0
C107506,WeWork,2018-02-22,,287,Delhi,1,0
C119547,Knotel,2022-06-15,,517,Chicago,1,0
C106607,Regus,2020-08-27,,746,Los Angeles,2,0
C111192,WeWork,2023-03-12,,3419,Denver,484,0
C111582,Industrious,2021-05-08,,381,Bengaluru,1,0
C116149,Industrious,2023-11-20,,484,Seattle,1,0
C102478,WeWork,2024-06-23,,381,New York,1,0
C108936,Regus,2023-01-25,,744,Los Angeles,2,0
C113148,Knotel,2018-03-02,,406,Seattle,1,0
C118593,Regus,2021-04-04,,332,Los Angeles,1,0
C112700,WeWork,2020-11-27,,320,Chicago,1,0
C106580,Knotel,2018-03-06,,363,Chicago,1,0
C101808,WeWork,2018-05-30,,295,Chicago,1,0
C107585,Spaces,2019-08-20,2020-07-20,700,Boston,2,1
C115571,Regus,2023-01-27,,458,Chicago,1,0
C116101,WeWork,2018-03-11,,927,Mumbai,3,0
C100263,Spaces,2018-01-09,,421,Seattle,1,0
C115818,Spaces,2020-05-11,,356,Austin,1,0
C119270,Regus,2023-05-12,,451,Los Angeles,1,0
C108727,Spaces,2024-07-21,,748,New York,2,0
C115452,WeWork,2020-09-17,2021-02-17,256,New York,1,1
C114294,Industrious,2021-06-18,,339,New York,1,0
C101571,WeWork,2021-11-07,,1066,Denver,3,0
C112378,WeWork,2020-01-30,2022-07-30,3434,London,17,1
C113471,Knotel,2024-02-07,,1884,Delhi,4,0
C106484,Spaces,2020-05-02,,3981,Austin,10,0
C112570,WeWork,2020-08-20,,1543,Mumbai,5,0
C110980,Industrious,2018-01-09,,420,Delhi,1,0
C119840,Industrious,2018-12-12,,363,Miami,1,0
C114311,Regus,2021-11-03,,662,Bengaluru,2,0
C101370,Industrious,2019-09-26,,395,San Francisco,1,0
C103090,Industrious,2020-04-27,,478,Mumbai,1,0
C105038,WeWork,2022-05-13,,311,Chicago,1,0
C114506,Industrious,2024-06-12,,476,Boston,1,0
C112833,WeWork,2023-04-09,,309,Delhi,1,0
C115724,Industrious,2019-11-24,,441,London,1,0
C115344,Regus,2018-04-25,,299,Boston,1,0
C118491,WeWork,2018-08-26,,391,Denver,1,0
C116590,Industrious,2023-11-22,,1197,Bengaluru,3,0
C114958,WeWork,2021-11-23,,314,Bengaluru,1,0
C118373,WeWork,2018-04-06,,305,San Francisco,1,0
C118137,Knotel,2019-04-18,,457,Denver,1,0
C116546,WeWork,2023-10-18,,678,Los Angeles,2,0
C117891,Industrious,2021-02-18,2021-08-18,518,Delhi,1,1
C105549,Industrious,2021-12-27,,309,New York,1,0
C109143,WeWork,2018-08-02,2019-01-02,319,Denver,1,1
C114202,Regus,2022-01-29,,750,Austin,2,0
C113083,Industrious,2024-06-02,,338,Bengaluru,1,0
C114103,WeWork,2022-08-19,,2621,Seattle,43,0
C110010,WeWork,2021-10-12,,369,Delhi,1,0
C111451,Industrious,2018-05-14,,490,London,1,0
C114669,WeWork,2018-03-03,,1041,New York,3,0
C115186,Knotel,2018-12-31,,481,Boston,1,0
C112970,Industrious,2023-09-08,,4272,Seattle,85,0
C119676,Industrious,2019-02-16,,485,Mumbai,1,0
C101976,WeWork,2024-03-06,,867,New York,2,0
C111149,WeWork,2020-02-08,,284,San Francisco,1,0
C101442,Industrious,2018-07-06,,857,Mumbai,2,0
C108674,Industrious,2023-09-10,,327,Denver,1,0
C107510,Industrious,2022-03-08,,338,Chicago,1,0
C102309,WeWork,2022-10-18,,398,London,1,0
C112245,Knotel,2023-05-22,,559,Denver,1,0
C101766,Regus,2023-09-11,,455,Bengaluru,1,0
C119576,Knotel,2018-03-13,2018-09-13,4391,Bengaluru,59,1
C109395,Spaces,2020-08-15,,465,San Francisco,1,0
C111647,Regus,2024-09-08,,356,New York,1,0
C101488,WeWork,2022-01-22,,1225,Los Angeles,4,0
C104907,Regus,2018-03-18,2019-01-18,356,New York,1,1
C109646,Industrious,2018-11-14,,816,New York,2,0
C107882,Regus,2023-03-30,,294,Delhi,1,0
C111896,Regus,2021-01-21,,428,London,1,0
C107346,WeWork,2024-03-06,,157,New York,1,0
C119788,Industrious,2024-08-14,2024-09-14,523,London,1,1
C107387,Spaces,2021-03-11,2021-12-11,346,Miami,1,1
C115173,WeWork,2018-09-18,,340,San Francisco,1,0
C109213,Industrious,2024-04-10,,453,London,1,0
C114403,Industrious,2018-08-31,2018-09-30,428,Denver,1,1
C104638,WeWork,2018-08-11,,617,San Francisco,2,0
C110052,Knotel,2023-06-08,2023-11-08,456,San Francisco,1,1
C119609,Regus,2020-03-15,,440,Miami,1,0
C114827,Industrious,2021-04-29,,1461,Chicago,3,0
C114110,Industrious,2019-02-02,,790,London,2,0
C101655,Regus,2021-03-13,,280,Mumbai,1,0
C109038,WeWork,2023-08-12,,230,Chicago,1,0
C102861,Industrious,2019-07-25,2020-09-25,328,Delhi,1,1
C105431,Spaces,2020-12-13,,423,Chicago,1,0
C107563,Knotel,2019-03-18,,916,Austin,2,0
C102183,Industrious,2023-10-26,,4216,San Francisco,47,0
C114775,Spaces,2019-06-02,2020-02-02,733,Chicago,2,1
C107907,Regus,2024-09-28,,384,Boston,1,0
C118756,Regus,2024-01-27,,401,Los Angeles,1,0
C106547,Spaces,2024-02-27,,1282,Seattle,3,0
C119702,WeWork,2020-05-29,,2411,Los Angeles,7,0
C116507,WeWork,2020-10-29,,386,New York,1,0
C113557,Regus,2023-11-13,,440,Boston,1,0
C104812,Regus,2020-01-04,,453,London,1,0
C102126,Industrious,2019-07-27,,4452,New York,18,0
C115395,Spaces,2020-04-19,,366,New York,1,0
C115427,Regus,2021-03-19,,303,Boston,1,0
C101011,WeWork,2024-03-10,,252,London,1,0
C108369,Industrious,2022-05-29,,1256,Los Angeles,3,0
C102088,WeWork,2024-04-20,,1469,Delhi,4,0
C114106,Regus,2020-09-22,,398,Mumbai,1,0
C100981,Knotel,2022-08-29,2023-05-29,480,Mumbai,1,1
C107159,WeWork,2018-04-10,,330,Mumbai,1,0
C106451,WeWork,2023-05-01,,849,London,3,0
C112639,Knotel,2021-10-14,,470,Bengaluru,1,0
C104834,Regus,2018-06-13,,346,Seattle,1,0
C109672,Regus,2020-09-04,2020-12-04,351,Denver,1,1
C105267,Regus,2024-04-21,2025-03-21,494,Mumbai,1,1
C106110,WeWork,2023-09-27,,299,Chicago,1,0
C108342,Knotel,2023-11-13,,504,Seattle,1,0
C101246,Regus,2019-05-31,,418,London,1,0
C118483,Spaces,2018-01-13,,1303,London,4,0
C102074,Spaces,2021-03-16,,4095,London,14,0
C110460,Spaces,2021-06-04,,399,Austin,1,0
C107047,Regus,2018-10-18,,1876,New York,5,0
C119790,Industrious,2022-03-04,2022-07-04,854,Los Angeles,2,1
C108827,Spaces,2018-08-05,2020-07-05,3731,Delhi,14,1
C103290,Spaces,2022-10-01,,1477,New York,4,0
C100914,WeWork,2021-02-13,,257,New York,1,0
C114344,WeWork,2020-07-25,,269,Bengaluru,1,0
C114946,Knotel,2024-08-15,,470,New York,1,0
C116392,Industrious,2022-01-09,2022-02-09,311,Chicago,1,1
C106389,WeWork,2024-02-01,,253,San Francisco,1,0
C118829,Regus,2019-07-16,,429,New York,1,0
C111743,Regus,2023-12-01,,981,London,3,0
C106494,Industrious,2024-06-09,,1107,Denver,3,0
C114518,Knotel,2020-07-01,,470,Los Angeles,1,0
C108408,Regus,2019-05-28,,392,Seattle,1,0
C115192,Industrious,2022-04-11,,809,Chicago,2,0
C107945,Regus,2019-07-30,,717,Miami,2,0
C119861,Spaces,2022-06-29,2024-04-29,457,Chicago,1,1
C115388,Spaces,2024-09-18,,749,San Francisco,2,0
C117031,Industrious,2020-01-03,,447,Bengaluru,1,0
C110615,Industrious,2023-08-11,,731,Delhi,2,0
C103387,Regus,2018-08-04,,349,Boston,1,0
C116809,WeWork,2020-11-09,,314,Denver,1,0
C118056,Industrious,2024-05-30,,3784,Bengaluru,41,0
C115213,Regus,2023-01-25,2023-05-25,502,Austin,1,1
C117273,WeWork,2024-08-20,,412,Boston,1,0
C103813,WeWork,2019-02-01,,542,London,2,0
C100796,WeWork,2021-04-11,,342,Boston,1,0
C110216,WeWork,2022-01-23,,3253,New York,11,0
C113978,WeWork,2022-08-01,,275,Seattle,1,0
C117441,WeWork,2018-09-28,,808,Los Angeles,2,0
C102619,Spaces,2018-10-06,,488,New York,1,0
C111289,Spaces,2024-01-01,,2102,Seattle,5,0
C109286,Spaces,2019-07-17,,366,Miami,1,0
C101748,WeWork,2020-09-17,,306,New York,1,0
C117531,Industrious,2022-06-06,2024-03-06,466,Chicago,1,1
C108660,Spaces,2019-10-18,,473,Miami,1,0
C105309,Knotel,2019-11-18,2022-06-18,4947,Miami,11,1
C101122,Knotel,2021-04-24,,427,New York,1,0
C103101,Spaces,2021-03-31,,4106,London,11,0
C100084,WeWork,2020-07-27,,985,London,3,0
C116016,WeWork,2023-04-09,,246,Chicago,1,0
C117303,WeWork,2022-07-21,2022-11-21,568,Delhi,2,1
C113566,Regus,2020-05-12,,3039,Chicago,38,0
C111583,WeWork,2018-02-11,,253,New York,1,0
C103099,WeWork,2021-08-18,,254,Denver,1,0
C109092,Knotel,2020-07-13,,420,Austin,1,0
C109970,Knotel,2020-01-31,2020-11-30,460,London,1,1
C111568,Regus,2019-02-17,,621,New York,2,0
C112618,Regus,2022-05-09,,870,New York,2,0
C114600,Industrious,2022-06-28,,2038,Los Angeles,5,0
C112143,WeWork,2021-12-21,,1402,Chicago,5,0
C117927,Regus,2019-02-09,,422,Austin,1,0
C117133,Knotel,2023-03-21,2024-02-21,410,London,1,1
C105658,WeWork,2021-05-29,,384,New York,1,0
C117282,Industrious,2023-03-17,,1252,Boston,3,0
C110811,WeWork,2019-06-29,,219,Seattle,1,0
C113405,WeWork,2024-04-04,,2166,Delhi,7,0
C119856,WeWork,2023-12-14,,304,San Francisco,1,0
C105118,WeWork,2020-11-21,2021-07-21,1202,Los Angeles,4,1
C102231,WeWork,2020-05-26,,1357,Delhi,4,0
C113554,Industrious,2024-06-28,2024-10-28,1930,Austin,5,1
C103053,Spaces,2023-02-17,,324,Bengaluru,1,0
C109728,WeWork,2020-10-28,2021-08-28,644,Chicago,2,1
C106098,Industrious,2019-01-05,,4188,Bengaluru,16,0
C115982,WeWork,2021-02-28,,864,Chicago,3,0
C114463,Industrious,2023-09-30,2023-11-30,903,New York,2,1
C101592,Industrious,2018-09-27,,1783,London,4,0
C104850,Regus,2020-10-27,,3921,Los Angeles,86,0
C119565,Spaces,2020-05-12,,683,Mumbai,2,0
C112815,WeWork,2021-07-09,,250,Bengaluru,1,0
C105689,Knotel,2023-12-27,,417,Chicago,1,0
C110598,Spaces,2019-05-02,,479,Bengaluru,1,0
C109566,Regus,2019-01-09,,563,Delhi,1,0
C103221,Knotel,2020-05-22,2020-09-22,433,Chicago,1,1
C114168,Regus,2019-10-01,,336,Delhi,1,0
C108916,Knotel,2024-07-28,,898,Austin,2,0
C103546,Regus,2019-12-09,,509,Miami,1,0
C113958,Regus,2024-03-29,,300,Miami,1,0
C102404,Regus,2018-10-27,,1034,Denver,3,0
C119464,Spaces,2019-12-08,2023-09-08,391,Delhi,1,1
C105711,Regus,2022-06-15,,411,Los Angeles,1,0
C103369,Regus,2022-01-30,,222,Chicago,1,0
C108010,WeWork,2021-05-17,,1494,New York,5,0
C117380,WeWork,2023-03-09,,381,London,1,0
C111674,Knotel,2020-01-07,,2931,San Francisco,7,0
C117117,Spaces,2022-11-19,,1684,Austin,4,0
C115238,Regus,2020-02-12,,364,New York,1,0
C114094,Knotel,2022-10-22,,481,Bengaluru,1,0
C108610,Industrious,2021-10-17,,421,Denver,1,0
C113744,Industrious,2023-10-21,,376,Miami,1,0
C114268,Regus,2019-04-02,,433,Bengaluru,1,0
C100434,Regus,2021-09-18,,365,Bengaluru,1,0
C102528,Spaces,2022-02-28,,450,Chicago,1,0
C106224,Industrious,2024-06-13,2024-07-13,1217,Austin,3,1
C104856,Knotel,2021-11-14,,561,Austin,1,0
C118528,Spaces,2018-11-11,,756,Miami,2,0
C119596,Regus,2019-11-17,,1930,Los Angeles,5,0
C111057,Spaces,2018-08-10,2020-04-10,322,Mumbai,1,1
C102834,Knotel,2019-12-29,,368,Seattle,1,0
C102203,Spaces,2024-04-04,,1238,Miami,3,0
C103445,Regus,2024-07-06,,780,Los Angeles,2,0
C105826,Spaces,2020-12-26,,361,New York,1,0
C118732,Regus,2024-03-05,,672,Boston,2,0
C100509,Industrious,2020-07-09,,4199,New York,12,0
C104280,WeWork,2022-09-24,,295,Delhi,1,0
C115929,Spaces,2020-01-24,,424,London,1,0
C117892,Regus,2019-12-27,,963,London,2,0
C112958,Spaces,2023-07-14,,337,San Francisco,1,0
C108332,WeWork,2021-04-05,,1075,New York,4,0
C107744,WeWork,2024-03-30,,279,New York,1,0
C118166,Knotel,2024-01-11,2025-03-11,4528,New York,12,1
C119355,Industrious,2023-11-20,,369,Boston,1,0
C108914,Knotel,2021-01-07,,441,Austin,1,0
C112956,Spaces,2022-12-26,,364,Austin,1,0
C117486,WeWork,2023-08-15,,326,Chicago,1,0
C107302,Regus,2018-06-18,,749,Seattle,2,0
C109415,Industrious,2020-03-16,2020-04-16,745,London,2,1
C113096,WeWork,2022-04-03,,356,Los Angeles,1,0
C108364,Regus,2018-03-08,,404,Delhi,1,0
C107672,WeWork,2020-03-26,,319,Los Angeles,1,0
C113015,WeWork,2024-11-17,,290,Los Angeles,1,0
C118123,Industrious,2021-02-17,,463,Chicago,1,0
C100932,Industrious,2024-03-03,,367,Delhi,1,0
C113899,WeWork,2020-06-25,,607,Los Angeles,2,0
C118189,WeWork,2023-03-03,2025-06-03,675,Austin,2,1
C117527,Spaces,2018-06-08,2018-07-08,405,Bengaluru,1,1
C114057,Industrious,2024-10-06,,912,Austin,2,0
C103685,Regus,2024-10-03,,342,Chicago,1,0
C103484,WeWork,2023-03-13,2023-04-13,310,Boston,1,1
C118578,Regus,2023-09-17,,801,Los Angeles,2,0
C112559,Industrious,2020-04-13,,1090,Denver,3,0
C115847,Regus,2018-11-07,2019-07-07,485,Austin,1,1
C106466,WeWork,2021-08-27,,300,Chicago,1,0
C111346,WeWork,2018-08-09,,1907,San Francisco,6,0
C103337,Knotel,2019-04-29,,1492,Chicago,3,0
C101368,Regus,2023-09-10,,1490,Delhi,4,0
C119225,Industrious,2018-12-28,,302,Austin,1,0
C109511,WeWork,2022-04-30,,358,San Francisco,1,0
C101547,Regus,2018-08-22,,720,Los Angeles,2,0
C106051,Spaces,2023-11-03,2024-02-03,497,New York,1,1
C102584,Spaces,2024-07-20,,386,Miami,1,0
C117475,Spaces,2022-09-08,,368,Delhi,1,0
C119435,Regus,2019-08-07,,348,Seattle,1,0
C109613,Regus,2022-04-11,,318,Chicago,1,0
C107363,WeWork,2021-02-12,,1336,Austin,4,0
C101818,Regus,2022-06-27,,1045,Boston,3,0
C110925,Spaces,2019-05-20,,462,Mumbai,1,0
C118608,Regus,2023-12-06,,432,Chicago,1,0
C100353,Regus,2021-02-28,,328,Chicago,1,0
C109068,WeWork,2022-11-07,,324,London,1,0
C118947,WeWork,2024-10-20,,439,Chicago,1,0
C101082,Industrious,2020-01-08,2024-03-08,1689,New York,4,1
C107969,Spaces,2019-12-19,,684,London,2,0
C118681,Industrious,2024-04-12,,334,Chicago,1,0
C101935,Spaces,2019-06-16,,1156,London,3,0
C111915,Industrious,2018-07-24,,4208,Mumbai,54,0
C104899,Industrious,2018-08-18,,3122,Seattle,8,0
C111791,Spaces,2018-11-04,,381,Mumbai,1,0
C105657,Industrious,2018-10-16,,4155,San Francisco,755,0
C108766,WeWork,2021-04-19,,251,Austin,1,0
C114709,Industrious,2019-03-08,,316,Los Angeles,1,0
C103991,Industrious,2024-09-28,2024-12-28,390,New York,1,1
C103447,Knotel,2023-09-02,,565,Delhi,1,0
C119605,WeWork,2023-09-26,,347,London,1,0
C107786,WeWork,2022-10-20,,385,Seattle,1,0
C117474,Regus,2020-01-10,,520,Seattle,1,0
C108607,Regus,2023-10-21,,324,Seattle,1,0
C111701,Regus,2020-05-19,,268,Mumbai,1,0
C115767,WeWork,2022-07-26,,732,New York,2,0
C115187,Knotel,2019-01-21,,416,Chicago,1,0
C118870,WeWork,2019-02-21,,353,Austin,1,0
