Customer_ID,Company,Survey_Date,Satisfaction_Score,Amenity_Rating,Price_Rating,NPS_Like
C103596,Industrious,2022-07-04,8,7,5,4
C114370,WeWork,2020-07-04,8,7,9,2
C111787,Knotel,2018-10-26,1,7,6,-5
C100865,Regus,2018-11-19,10,10,4,4
C118219,Industrious,2024-07-27,5,7,8,-1
C106152,Regus,2019-01-22,8,7,5,4
C101540,Industrious,2022-05-12,8,9,6,3
C108544,Knotel,2021-06-30,7,8,5,1
C116121,Industrious,2022-03-20,5,8,9,1
C104657,WeWork,2025-10-07,5,8,5,0
C100060,WeWork,2020-09-11,10,7,8,5
C106607,Regus,2020-09-27,4,8,5,-2
C105246,Knotel,2020-02-14,7,7,1,3
C108390,WeWork,2018-07-15,4,7,6,-2
C114396,WeWork,2023-04-17,7,9,4,3
C106849,Industrious,2023-09-13,7,9,7,2
C105375,WeWork,2021-10-20,6,9,9,1
C101356,Spaces,2022-08-12,7,6,3,3
C117135,WeWork,2020-09-18,8,6,5,2
C102346,Spaces,2021-02-23,7,5,8,1
C100889,Knotel,2021-11-20,7,6,7,2
C113666,WeWork,2022-01-13,10,8,8,4
C105047,Regus,2021-03-13,5,8,9,0
C107441,Knotel,2020-03-23,9,9,7,5
C110955,WeWork,2025-08-26,7,8,6,3
C114135,Regus,2022-04-25,7,7,7,1
C114213,WeWork,2020-04-22,7,9,6,3
C110038,Industrious,2025-12-07,8,10,4,4
C113885,Industrious,2021-05-13,3,5,3,-3
C112426,WeWork,2023-05-24,9,10,4,4
C119848,Regus,2019-07-09,8,9,5,4
C119313,WeWork,2023-11-19,2,8,3,-2
C107497,WeWork,2022-10-19,10,5,6,5
C118638,WeWork,2023-02-09,5,6,6,-1
C117044,Industrious,2020-01-05,5,7,7,-1
C103034,Spaces,2024-09-02,8,6,6,3
C104831,Knotel,2024-02-08,6,8,3,1
C103525,Regus,2021-10-26,8,8,8,3
C106158,WeWork,2022-06-13,6,7,7,1
C108366,Spaces,2023-04-11,7,8,4,3
C107538,Regus,2023-05-16,1,9,7,-4
C102469,Spaces,2024-03-20,7,9,5,2
C109000,WeWork,2023-10-29,6,9,8,1
C114688,WeWork,2020-07-10,9,10,6,4
C116360,Industrious,2025-06-15,6,8,6,1
C118763,Regus,2019-08-16,10,5,2,6
C111592,Industrious,2025-12-19,8,9,5,2
C109221,Industrious,2022-11-30,8,6,8,3
C100175,Industrious,2021-02-21,7,6,7,3
C104221,Regus,2021-05-06,6,8,2,2
C108741,WeWork,2025-09-08,9,10,6,4
C106917,Spaces,2024-03-26,9,7,4,4
C102064,Spaces,2021-12-13,8,6,4,2
C112825,Regus,2020-10-07,5,9,7,0
C114083,Industrious,2019-02-08,9,8,6,4
C101663,Industrious,2022-05-15,4,9,4,-2
C103535,WeWork,2019-02-24,8,6,9,3
C100718,Industrious,2025-09-04,8,7,6,4
C102648,Industrious,2025-01-18,4,5,5,0
C107792,Spaces,2021-07-27,6,5,6,0
C107515,Industrious,2019-04-24,7,7,5,1
C115740,WeWork,2023-03-09,5,6,5,0
C112061,Spaces,2021-05-01,6,6,5,0
C108271,Spaces,2020-07-15,3,5,5,-1
C114642,WeWork,2019-06-25,7,10,3,2
C118740,WeWork,2019-01-03,8,6,8,4
C117770,Spaces,2021-07-18,6,8,5,1
C102578,WeWork,2024-11-23,7,8,7,2
C115659,Industrious,2022-08-18,8,8,5,4
C114132,WeWork,2021-06-24,4,5,7,-1
C115695,Industrious,2025-01-31,4,7,8,0
C117591,Industrious,2025-06-26,10,9,5,5
C100438,Regus,2020-10-02,6,6,5,1
C112077,WeWork,2021-03-06,9,8,3,4
C110962,WeWork,2020-12-11,7,6,3,2
C119541,Regus,2019-09-20,5,8,7,0
C113330,Industrious,2022-11-06,10,7,3,4
C114284,WeWork,2024-03-08,4,10,5,0
C100483,WeWork,2022-02-17,5,6,5,1
C109678,Spaces,2018-07-01,10,10,8,6
C111582,Industrious,2022-06-08,6,8,6,0
C114241,Knotel,2024-09-26,8,7,4,2
C100668,Industrious,2025-08-28,7,7,5,2
C106386,Spaces,2024-12-07,7,7,4,1
C101952,Industrious,2024-12-21,7,9,10,1
C115722,Regus,2025-12-14,6,6,5,0
C116217,Industrious,2021-06-15,8,8,8,2
C112593,Spaces,2021-03-08,9,5,4,3
C110531,Knotel,2024-12-13,10,4,4,5
C114859,Regus,2022-07-06,5,5,6,0
C105289,Regus,2019-08-12,7,8,5,3
C116702,Regus,2021-04-24,6,10,9,1
C100952,WeWork,2023-05-16,3,8,7,-2
C116704,Industrious,2019-02-04,7,6,5,2
C103415,Regus,2020-12-01,8,10,6,2
C118591,Regus,2024-03-19,6,9,8,1
C100443,Industrious,2026-07-09,7,10,6,2
C108265,WeWork,2018-09-29,6,6,9,2
C111752,Industrious,2022-01-30,7,6,4,3
C116570,WeWork,2020-05-19,6,8,5,0
C109415,Industrious,2021-01-16,6,6,8,2
C102204,WeWork,2022-02-07,7,8,6,1
C117361,Knotel,2019-07-04,7,8,3,2
C114219,Spaces,2020-10-29,8,10,9,3
C118992,Industrious,2021-12-05,6,6,7,0
C103244,WeWork,2024-12-24,8,8,4,4
C104627,Industrious,2021-03-22,5,8,5,0
C103703,Industrious,2021-05-22,8,4,9,2
C114930,WeWork,2021-12-25,8,8,9,3
C113596,Industrious,2022-05-13,8,7,3,4
C116274,WeWork,2019-07-16,8,7,6,2
C107753,WeWork,2020-02-25,7,10,9,1
C110936,Knotel,2020-11-07,6,7,5,2
C102372,Regus,2021-04-08,4,9,4,-1
C114825,Knotel,2019-01-20,8,6,4,4
C112962,Regus,2022-05-14,6,4,6,1
C104131,Spaces,2022-05-09,8,6,4,4
C113864,Industrious,2025-06-27,8,9,7,3
C101200,Knotel,2019-05-05,8,5,4,4
C103138,WeWork,2019-10-17,6,7,6,1
C118972,Industrious,2023-12-01,7,4,10,3
C101034,Spaces,2019-03-16,8,6,8,4
C118881,Spaces,2022-02-25,5,10,4,-1
C102139,WeWork,2024-05-30,7,7,4,3
C116466,WeWork,2020-09-03,5,6,8,1
C115636,WeWork,2024-04-14,5,7,5,1
C119551,Industrious,2020-11-11,6,7,6,1
C111715,Spaces,2020-08-18,6,10,4,1
C102397,WeWork,2022-01-16,8,6,7,4
C108726,WeWork,2022-08-16,7,8,5,3
C102013,Spaces,2019-12-03,7,8,7,1
C109506,Industrious,2023-10-25,9,8,6,5
C118096,WeWork,2020-02-08,5,6,10,-1
C119944,Regus,2021-05-12,8,10,6,2
C115102,WeWork,2020-07-05,6,9,8,0
C119291,WeWork,2023-08-29,8,6,5,3
C106980,WeWork,2020-05-01,8,8,10,2
C101111,WeWork,2022-11-22,8,8,7,4
C114146,Regus,2019-11-24,5,8,5,1
C115373,Industrious,2022-08-12,6,7,4,1
C119553,WeWork,2019-01-02,9,8,5,5
C114888,Industrious,2020-07-22,8,6,5,2
C119767,WeWork,2019-09-01,7,7,10,3
C106013,Regus,2022-08-12,6,6,5,0
C104045,Regus,2025-02-16,7,9,7,2
C103642,Knotel,2020-07-19,5,5,5,0
C114565,Industrious,2023-11-02,7,8,8,1
C109718,Spaces,2019-10-03,7,9,4,1
C104211,Regus,2020-01-28,8,6,6,2
C114737,Regus,2021-01-26,7,8,4,2
C105579,Industrious,2023-09-03,5,5,8,1
C113220,Regus,2020-06-30,10,7,5,4
C109380,Spaces,2026-03-19,10,8,6,4
C101381,WeWork,2023-12-24,5,9,4,0
C117251,Regus,2025-02-06,5,9,8,-1
C118159,Industrious,2019-09-30,10,9,8,5
C104785,WeWork,2025-02-09,6,7,8,2
C101383,Regus,2025-05-21,7,8,7,3
C114649,Knotel,2022-12-09,5,7,5,0
C105000,WeWork,2021-06-04,8,8,8,2
C117476,Industrious,2018-10-07,6,9,6,1
C103779,Industrious,2024-07-22,7,6,4,2
C108214,Regus,2023-08-21,7,7,6,1
C117127,Spaces,2021-02-19,8,5,8,4
C111307,WeWork,2020-04-14,1,8,5,-5
C104879,Regus,2020-04-10,6,5,6,2
C118036,Regus,2023-08-29,6,10,7,1
C108902,Industrious,2022-03-08,7,8,5,2
C105378,WeWork,2019-11-08,5,9,5,0
C109860,Industrious,2023-01-17,5,6,5,0
C115850,WeWork,2022-02-09,7,3,9,2
C106710,Regus,2021-07-18,8,8,9,3
C100639,Industrious,2018-06-21,4,10,8,0
C113725,WeWork,2020-07-15,8,8,6,2
C107385,Industrious,2022-11-08,5,6,7,0
C100145,Spaces,2023-10-11,6,9,6,1
C116890,Regus,2025-09-01,4,5,6,-2
C104815,Spaces,2021-02-22,5,8,3,0
C104164,WeWork,2020-01-07,9,8,5,4
C111223,Regus,2020-09-08,7,7,6,1
C108343,Knotel,2023-06-18,7,7,4,3
C106300,WeWork,2021-03-22,8,6,8,3
C114455,Knotel,2020-06-04,7,9,3,1
C106779,Knotel,2020-07-14,6,7,5,2
C116725,Spaces,2023-08-09,5,8,5,0
C119768,Regus,2021-02-27,6,8,7,2
C109509,Industrious,2020-05-26,5,10,4,-1
C119831,Industrious,2023-10-09,7,9,5,2
C114823,Regus,2021-06-08,9,9,5,4
C110838,Regus,2019-08-06,7,10,5,2
C104982,WeWork,2021-11-21,5,8,6,1
C116924,Regus,2018-08-26,6,9,2,0
C118493,WeWork,2022-01-28,7,10,6,1
C108054,WeWork,2020-01-17,4,10,5,-2
C119545,Spaces,2021-04-06,7,8,6,2
C110320,Industrious,2021-08-14,6,6,4,0
C115200,WeWork,2021-05-28,6,8,5,1
C116558,Knotel,2020-04-27,7,7,4,2
C117076,WeWork,2021-11-22,7,5,6,3
C111217,Regus,2019-11-04,7,6,1,3
C111585,Spaces,2025-10-12,8,9,10,2
C118187,WeWork,2019-01-25,5,7,8,-1
C106978,Knotel,2018-12-30,10,6,3,4
C115039,Regus,2019-04-06,5,8,7,-1
C103509,Knotel,2021-03-20,6,7,6,2
C110556,Regus,2025-05-08,6,9,7,2
C105630,Spaces,2024-12-27,9,7,10,5
C119656,WeWork,2025-10-26,5,5,7,-1
C117436,WeWork,2023-02-28,8,9,6,2
C119642,Industrious,2020-06-05,6,10,4,1
C101309,WeWork,2019-04-27,9,9,7,3
C111270,Knotel,2019-06-22,9,9,5,5
C112758,Industrious,2019-02-18,5,6,8,0
C105426,Regus,2021-04-20,8,5,5,3
C108717,Spaces,2023-09-02,4,7,6,0
C102865,Spaces,2021-01-24,6,7,5,2
C115557,Industrious,2019-11-13,9,6,8,3
C101165,WeWork,2019-05-17,8,7,5,2
C115929,Spaces,2021-01-24,7,10,3,2
C101350,WeWork,2019-12-17,10,6,7,4
C103689,Regus,2025-04-05,6,9,2,1
C108071,WeWork,2023-01-31,6,6,7,0
C114744,Spaces,2022-06-09,10,9,4,5
C115048,WeWork,2020-08-29,8,7,7,4
C110020,Spaces,2022-10-31,6,7,7,1
C111507,Spaces,2024-01-27,5,5,3,-1
C100067,WeWork,2022-08-25,6,9,8,1
C113411,Knotel,2024-03-25,4,10,4,-1
C112961,Regus,2020-01-15,8,5,4,3
C118039,Knotel,2022-02-16,8,6,8,3
C100794,WeWork,2018-12-12,5,7,8,0
C105743,WeWork,2022-09-12,7,6,6,1
C101624,Industrious,2020-12-09,5,7,7,1
C104341,Spaces,2020-11-01,8,8,8,4
C105367,Industrious,2019-12-30,8,7,6,2
C118602,Regus,2021-03-05,5,9,3,-1
C113759,Industrious,2018-05-17,6,8,5,1
C109704,WeWork,2020-09-13,10,9,2,5
C118569,Regus,2020-08-21,9,7,4,3
C111317,WeWork,2025-12-16,9,9,9,5
C112206,Spaces,2019-06-03,8,6,6,2
C103196,WeWork,2019-09-09,6,7,6,1
C117859,Industrious,2022-10-01,10,7,6,6
C115924,WeWork,2018-10-27,9,9,5,3
C114880,Industrious,2024-05-14,7,8,9,2
C119452,Knotel,2018-10-17,5,4,5,-1
C102279,Industrious,2018-11-07,6,10,8,0
C100752,WeWork,2021-10-08,5,10,8,1
C116178,WeWork,2023-09-10,6,7,5,2
C114093,Regus,2023-07-08,9,7,6,5
C109775,Regus,2021-10-13,6,7,7,0
C110803,WeWork,2021-08-06,7,8,8,1
C109892,Industrious,2023-10-23,5,8,4,0
C106139,Regus,2023-11-01,7,8,3,3
C108172,Regus,2023-09-02,4,6,6,0
C106639,WeWork,2018-09-05,8,7,6,4
C104977,Knotel,2019-04-10,8,7,5,3
C110306,Regus,2021-01-23,6,7,6,0
C113463,Regus,2019-09-06,7,9,5,3
C101975,Regus,2020-07-15,3,8,6,-2
C104542,WeWork,2021-02-18,9,8,8,5
C106412,WeWork,2019-10-09,7,7,7,3
C110198,WeWork,2019-08-03,8,7,6,3
C102684,Spaces,2019-02-24,6,8,6,1
C107369,Spaces,2019-10-24,3,7,6,-1
C116352,WeWork,2023-04-19,6,8,7,1
C119606,WeWork,2020-12-29,6,4,9,2
C104652,WeWork,2019-01-11,5,10,3,0
C116643,Industrious,2024-10-19,7,10,6,1
C104737,Industrious,2023-03-20,7,7,9,1
C111111,Regus,2020-10-17,5,7,4,1
C108623,Spaces,2023-06-14,7,9,2,2
C115159,Regus,2024-08-12,6,7,9,0
C115270,Knotel,2024-05-01,6,6,4,2
C104462,Spaces,2025-06-30,5,8,8,1
C103017,Knotel,2026-05-22,5,6,3,-1
C118794,Industrious,2019-06-25,8,6,4,3
C107249,WeWork,2019-05-03,7,4,6,1
C115808,Spaces,2019-10-19,7,9,7,1
C116219,Regus,2020-05-12,6,9,6,2
C118571,WeWork,2020-04-20,6,9,6,2
C117125,WeWork,2020-11-06,5,10,7,0
C100782,Knotel,2020-06-16,9,6,9,5
C119392,Industrious,2018-06-30,7,6,6,1
C117596,WeWork,2018-03-14,6,6,7,1
C102772,Spaces,2020-02-03,8,7,2,3
C113265,WeWork,2024-04-19,7,6,6,2
C111031,Industrious,2019-04-12,8,7,4,4
C108252,Regus,2025-04-15,9,6,2,3
C113071,Regus,2023-07-21,7,8,9,3
C106790,Industrious,2021-07-21,9,7,5,5
C106776,Industrious,2025-05-30,6,5,8,1
C115662,Industrious,2022-02-27,7,8,9,1
C100721,WeWork,2019-04-28,8,8,9,2
C117413,WeWork,2024-09-04,9,8,6,4
C109831,Regus,2020-02-24,7,10,5,2
C117445,WeWork,2023-05-15,6,8,4,0
C105301,Knotel,2024-06-20,5,4,6,-1
C107388,Regus,2022-01-13,5,7,6,1
C105847,Spaces,2020-04-21,6,7,3,2
C108312,Regus,2025-09-24,5,8,6,0
C106903,WeWork,2022-05-15,7,6,7,1
C100250,Regus,2024-06-24,8,10,3,4
C109754,Regus,2021-10-19,10,8,6,6
C102214,Regus,2021-12-25,9,9,6,3
C106322,Regus,2022-06-24,7,4,7,1
C100353,Regus,2021-09-28,7,7,7,1
C117315,Spaces,2024-12-08,6,7,3,0
C100504,WeWork,2025-04-11,6,6,7,1
C107953,Industrious,2024-07-22,5,9,4,1
C119411,Industrious,2024-03-22,7,4,3,1
C105900,Regus,2018-04-20,5,6,3,-1
C106458,Spaces,2022-04-28,7,7,3,1
C115614,WeWork,2023-07-20,8,7,8,4
C105931,Spaces,2022-05-25,10,4,4,6
C109384,Spaces,2023-10-31,6,6,4,1
C105815,WeWork,2021-10-22,7,6,5,1
C101727,Regus,2024-12-29,5,7,5,-1
C109128,Knotel,2019-12-17,8,9,5,2
C113968,Spaces,2023-12-09,4,7,6,0
C107592,Knotel,2025-11-15,6,6,3,0
C102333,WeWork,2020-10-25,10,9,5,5
C107258,Knotel,2018-11-29,8,10,5,2
C102486,WeWork,2024-01-21,5,9,5,-1
C101687,Industrious,2021-09-22,7,8,6,2
C116693,Industrious,2019-11-06,6,8,3,2
C106226,WeWork,2022-01-20,5,8,9,-1
C105074,WeWork,2021-02-26,8,5,5,2
C115010,WeWork,2024-07-30,7,8,6,3
C109938,Industrious,2020-03-24,8,10,5,4
C114088,WeWork,2023-07-20,10,8,6,4
C113513,Regus,2019-12-28,7,8,4,1
C114467,Industrious,2024-03-26,5,7,9,0
C109069,Regus,2023-01-25,7,10,7,2
C100544,WeWork,2021-08-23,10,7,7,4
C114758,Knotel,2022-06-13,6,6,3,2
C108676,Spaces,2020-06-23,8,7,4,4
C110618,Industrious,2019-11-02,6,7,3,2
C109965,WeWork,2023-09-21,8,7,5,4
C117424,Industrious,2025-09-30,8,9,6,3
C101708,Industrious,2021-12-29,7,9,6,1
C108603,Regus,2018-11-02,9,9,6,3
C103950,Knotel,2023-03-16,7,7,5,2
C113131,Industrious,2021-10-19,10,9,7,5
C113530,Industrious,2021-02-22,10,10,7,4
C115558,WeWork,2019-02-24,9,6,8,3
C115836,WeWork,2024-05-11,10,6,6,6
C103338,WeWork,2019-02-01,6,6,9,1
C100891,WeWork,2025-02-21,5,4,9,-1
C118681,Industrious,2025-12-12,6,8,6,0
C118537,Regus,2019-02-25,10,7,6,5
C109353,WeWork,2020-08-28,10,5,3,6
C107503,WeWork,2025-12-03,9,9,7,5
C104752,WeWork,2021-02-26,6,7,6,2
C100703,Industrious,2025-09-27,4,9,3,-1
C114964,Regus,2023-09-22,7,8,5,1
C115347,WeWork,2022-07-26,6,8,7,1
C118810,WeWork,2022-07-17,8,10,5,4
C116951,WeWork,2018-09-10,7,6,10,2
C107260,WeWork,2020-08-14,8,7,8,2
C117655,Industrious,2023-05-19,10,8,5,5
C118432,Knotel,2025-01-27,7,7,6,3
C107685,Regus,2023-09-28,5,6,6,0
C112920,Industrious,2023-01-03,7,7,4,2
C110077,Spaces,2019-08-19,9,7,4,4
C114032,WeWork,2019-02-08,7,9,6,2
C115099,Industrious,2024-04-23,6,8,6,1
C117259,Regus,2021-06-16,7,10,6,1
C103183,Industrious,2021-01-25,8,8,8,2
C113896,Industrious,2025-05-19,5,8,4,0
C116781,Regus,2022-06-08,5,5,5,-1
C107430,WeWork,2023-09-03,9,9,9,4
C110839,Industrious,2025-01-11,5,6,8,-1
C113581,WeWork,2021-04-04,6,7,4,0
C110507,Spaces,2024-03-06,9,8,7,3
C113337,WeWork,2019-09-14,7,6,5,3
C106571,WeWork,2023-07-25,3,6,7,-2
C108958,Industrious,2025-03-25,10,6,2,4
C115766,Spaces,2023-01-05,8,10,3,4
C110535,Regus,2023-11-23,9,8,6,3
C114258,Industrious,2024-07-31,8,8,3,2
C105638,Spaces,2022-05-09,5,7,1,-1
C100362,Industrious,2018-11-28,6,7,4,1
C116362,Regus,2025-02-12,10,6,6,4
C113684,WeWork,2022-08-03,9,6,8,5
C109918,Industrious,2019-09-24,8,8,8,2
C116191,Industrious,2021-02-05,6,8,8,1
C119635,WeWork,2019-12-17,8,8,6,3
C100702,Spaces,2021-05-11,7,9,3,2
C105647,Industrious,2020-05-06,4,4,9,0
C106534,Knotel,2022-03-01,7,9,4,3
C112965,WeWork,2020-04-20,5,9,9,0
C103495,Regus,2019-05-09,4,9,7,-1
C109412,WeWork,2025-01-15,7,6,5,1
C110706,Spaces,2020-07-01,5,8,6,1
C108452,Regus,2025-03-06,6,9,5,0
C105652,WeWork,2020-02-27,9,9,4,4
C109520,Industrious,2022-09-18,8,6,7,3
C118020,Regus,2019-07-18,10,3,7,4
C112143,WeWork,2022-02-21,5,8,5,1
C114500,Spaces,2023-01-23,7,8,7,1
C106627,Industrious,2024-11-19,5,4,7,0
C106187,Regus,2026-04-29,6,8,6,0
C107384,Industrious,2023-04-01,10,8,7,5
C106874,WeWork,2019-02-11,7,7,7,2
C107782,Regus,2018-09-21,9,7,3,5
C119506,WeWork,2022-01-24,7,8,5,2
C116937,Regus,2021-03-21,5,7,6,-1
C117349,WeWork,2022-05-08,6,7,5,2
C119182,Spaces,2023-01-22,7,10,3,1
C119770,Regus,2018-11-13,5,7,5,-1
C108507,Regus,2020-03-13,10,5,5,6
C106369,Industrious,2021-09-07,5,6,10,0
C100614,WeWork,2024-12-28,7,6,9,1
C109889,Spaces,2024-09-05,6,8,7,2
C113801,WeWork,2025-03-20,8,8,6,3
C105895,Regus,2019-05-30,9,6,6,5
C116157,Regus,2020-05-14,7,9,7,1
C115580,Regus,2025-03-11,5,7,6,-1
C101571,WeWork,2022-12-07,5,10,6,-1
C100351,Industrious,2020-09-29,6,7,5,0
C112673,Knotel,2024-07-08,8,10,5,4
C107075,Spaces,2023-03-07,6,5,5,0
C105864,WeWork,2022-02-03,5,8,7,0
C115471,Regus,2020-01-20,8,7,1,3
C108778,WeWork,2024-09-26,10,9,7,4
C117947,WeWork,2018-11-14,8,9,6,3
C100284,Knotel,2023-09-22,8,8,5,2
C103207,Spaces,2023-02-14,3,7,8,-1
C107038,WeWork,2020-05-04,10,9,2,4
C106413,Industrious,2019-05-19,6,9,3,2
C118874,Regus,2018-08-02,4,8,5,-2
C104586,WeWork,2023-05-30,7,8,6,1
C108464,Regus,2019-09-06,6,3,4,2
C113175,Regus,2022-09-23,9,8,6,4
C109681,WeWork,2019-06-16,9,6,5,5
C116016,WeWork,2023-07-09,6,7,4,0
C113012,Industrious,2019-02-08,7,10,6,1
C100548,WeWork,2023-02-14,9,7,5,5
C105164,WeWork,2020-12-19,2,8,9,-2
C119217,Spaces,2021-10-24,6,5,5,1
C107557,WeWork,2019-10-15,7,5,7,3
C113446,Spaces,2025-05-01,8,7,6,2
C118717,Regus,2025-02-08,7,7,5,2
C108377,Regus,2023-12-17,6,8,6,2
C106471,WeWork,2024-02-04,10,9,5,5
C118996,Spaces,2023-01-08,6,9,5,0
C107381,WeWork,2020-08-29,3,7,7,-3
C118355,Industrious,2018-08-17,7,7,6,3
C104236,Regus,2019-11-29,7,5,9,3
C119281,Knotel,2020-08-29,8,9,7,4
C105278,Industrious,2024-06-17,6,7,6,1
C106056,Industrious,2021-04-03,8,9,4,4
C100107,Regus,2023-07-24,6,9,6,0
C103721,WeWork,2023-06-18,7,4,5,3
C104694,Regus,2023-07-03,4,6,4,-2
C109095,Knotel,2020-12-20,9,7,10,3
C109405,Industrious,2022-12-06,5,8,4,-1
C101168,Knotel,2020-07-31,9,8,2,3
C113273,WeWork,2023-01-19,9,10,7,4
C115424,Spaces,2022-07-20,7,6,6,2
C101873,Industrious,2025-11-14,8,9,2,4
C100757,WeWork,2025-04-15,6,8,4,0
C110550,Industrious,2018-05-06,10,7,5,5
C113869,Regus,2025-02-18,6,8,6,2
C115468,Industrious,2019-10-18,9,9,5,3
C101151,Knotel,2024-03-29,7,6,6,1
C115179,WeWork,2025-06-29,8,8,7,4
C106889,WeWork,2024-11-25,7,7,6,2
C103388,Regus,2020-02-05,6,8,8,2
C119565,Spaces,2021-01-12,4,10,6,0
C108790,WeWork,2023-06-27,8,7,9,3
C100766,Spaces,2021-02-26,6,7,5,1
C114860,Regus,2018-11-16,5,6,6,0
C102719,Industrious,2023-08-26,4,8,4,-1
C102196,Spaces,2023-07-22,5,6,5,1
C105635,Regus,2024-09-14,9,8,6,4
C115038,Spaces,2019-02-18,4,8,7,-1
C102720,Knotel,2021-11-08,5,7,3,1
C100655,Spaces,2019-05-14,9,5,7,3
C111213,Knotel,2021-04-06,8,4,5,2
C111699,WeWork,2022-06-07,7,10,6,2
C109075,Regus,2022-06-20,5,3,8,0
C117123,Industrious,2024-02-12,6,6,2,2
C101042,Regus,2020-11-25,7,4,5,3
C114324,WeWork,2019-09-26,4,8,7,0
C119123,Regus,2021-09-19,9,7,2,4
C101602,WeWork,2020-01-30,6,6,5,1
C101074,WeWork,2022-08-08,7,8,5,2
C104081,Industrious,2025-05-18,7,7,3,2
C102071,WeWork,2024-01-21,10,5,7,4
C113754,WeWork,2020-05-12,4,7,9,0
C100682,WeWork,2024-09-07,5,7,6,-1
C109934,Regus,2024-12-28,4,8,7,0
C115650,Regus,2020-12-22,8,6,7,2
C104557,Knotel,2022-06-18,8,9,6,4
C101021,WeWork,2023-09-10,2,10,7,-2
C106420,WeWork,2025-03-29,10,9,9,6
C116282,WeWork,2022-07-27,5,8,2,0
C108406,WeWork,2022-01-24,5,7,9,0
C114790,Knotel,2024-11-30,6,9,6,2
C100412,WeWork,2019-04-19,9,6,6,3
C112038,WeWork,2025-12-10,3,9,7,-2
C100806,Industrious,2022-08-27,8,5,3,3
C102496,WeWork,2019-06-12,7,8,6,1
C108320,Spaces,2023-01-11,5,8,5,0
C113475,Regus,2018-07-10,6,7,8,2
C110958,Spaces,2023-06-16,7,7,4,2
C103150,Knotel,2024-07-25,5,9,6,-1
C107591,Industrious,2024-01-13,5,6,8,-1
C101722,Regus,2018-08-19,7,7,8,1
C117582,WeWork,2020-05-25,5,7,6,-1
C102141,WeWork,2022-05-12,7,6,4,1
C104680,Spaces,2024-08-14,10,6,5,5
C111432,Knotel,2021-08-13,4,8,7,-2
C100740,Regus,2024-09-25,5,7,10,1
C117047,Spaces,2019-07-26,5,8,7,0
C101486,Industrious,2025-06-06,6,7,6,2
C114708,WeWork,2026-01-24,6,10,4,0
C108316,Knotel,2022-06-17,6,8,1,1
C119045,Spaces,2025-01-16,7,6,3,2
C110313,WeWork,2024-05-05,5,4,4,-1
C106479,Spaces,2020-08-14,6,9,4,2
C117789,WeWork,2019-04-22,9,8,7,5
C102609,WeWork,2024-03-30,9,8,10,3
C102817,WeWork,2018-11-28,8,10,6,2
C106745,WeWork,2021-09-11,10,4,6,6
C117621,Industrious,2021-04-22,7,7,5,1
C105539,Spaces,2022-09-02,2,8,2,-3
C115675,WeWork,2025-02-12,7,10,7,1
C109180,WeWork,2023-07-21,10,8,5,5
C101182,Industrious,2024-10-22,7,8,10,3
C104649,WeWork,2023-09-15,9,7,7,4
C117831,Spaces,2021-09-16,4,8,4,0
C100415,Industrious,2023-10-12,7,10,4,2
C103804,Spaces,2022-04-14,6,7,6,1
C111605,Spaces,2024-07-23,9,7,5,4
C108835,Industrious,2024-12-19,6,6,3,2
C106292,Regus,2025-03-04,7,8,8,1
C113347,Knotel,2019-07-03,4,6,8,0
C119999,WeWork,2020-01-02,9,9,9,3
C117962,WeWork,2020-12-25,7,8,7,1
C112862,Spaces,2023-07-13,8,8,6,2
C110576,WeWork,2023-07-02,9,8,3,3
C119925,Industrious,2020-11-30,6,4,7,1
C118048,WeWork,2023-09-16,10,10,6,6
C116429,Regus,2023-11-06,9,10,4,5
C107416,WeWork,2019-05-28,9,9,7,4
C104928,Industrious,2025-06-09,7,7,9,2
C116147,WeWork,2024-12-11,7,6,8,2
C107620,Regus,2020-08-27,7,7,9,1
C116770,WeWork,2020-06-18,7,4,6,2
C112106,Regus,2023-10-27,7,9,8,1
C118474,Regus,2023-05-26,8,8,7,3
C107006,Industrious,2021-12-23,4,7,7,0
C114580,Regus,2019-09-08,6,9,4,2
C111405,Regus,2019-02-08,8,6,7,2
C113351,Spaces,2022-06-14,6,9,5,1
C119989,WeWork,2024-02-13,7,5,4,2
C106306,Industrious,2024-08-27,7,3,5,3
C103145,WeWork,2021-08-04,8,9,5,2
C108861,WeWork,2020-01-08,5,10,4,-1
C115873,Knotel,2024-10-17,3,7,3,-2
C118779,WeWork,2025-03-26,9,4,6,3
C103455,Spaces,2020-12-20,8,6,7,4
C112145,Regus,2024-02-26,7,5,4,3
C113469,WeWork,2022-12-11,8,9,8,3
C100266,Knotel,2023-03-07,7,6,2,3
C111671,Knotel,2023-07-20,9,7,6,5
C105475,Spaces,2023-07-18,7,6,5,2
C110051,Knotel,2025-02-21,5,7,6,-1
C112081,Industrious,2023-03-29,6,7,5,0
C107487,Industrious,2024-09-10,9,8,5,3
C118257,Spaces,2022-07-30,8,6,4,2
C119031,Knotel,2019-12-04,10,8,3,5
C108770,Industrious,2020-09-06,8,10,8,4
C111486,Knotel,2021-10-24,6,7,2,2
C110772,Industrious,2023-11-05,8,9,9,3
C101868,WeWork,2022-08-09,9,5,4,3
C112546,Knotel,2024-03-28,3,7,5,-3
C108557,Spaces,2024-12-22,4,7,6,-1
C109990,Regus,2021-01-19,10,6,7,5
C115564,WeWork,2020-04-28,8,8,5,2
